Brand,Model,Body_Type,Price_Min_Lakh,Price_Max_Lakh,Price_Avg_Lakh,Price_INR,Mileage_Min_kmpl,Mileage_Max_kmpl,Mileage_Avg_kmpl,Engine_Min_CC,Engine_Max_CC,Engine_Avg_CC,Safety_Rating,Safety_Rating_Available,NCAP_Body,Fuel_Type_Primary,Fuel_Type_Full,Transmission_Primary,Transmission_Full,Seating_Min,Seating_Max,Key_Strengths,Things_To_Consider
Maruti,Dzire,Sedan,6.84,9.99,8.415,841500.0,24.12,25.71,24.915,1197.0,1197.0,1197.0,3.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 24.9 kmpl keeps your monthly fuel bill comfortably in check. | Carries a 3-star safety rating with standard protective features for everyday driving. | Factory-fitted CNG kit maintains full manufacturer warranty with no compromise on reliability.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
Maruti,Ertiga,MPV,8.99,13.32,11.155,1115500.0,19.02,26.11,22.565,1462.0,1462.0,1462.0,0.0,False,,Petrol,Petrol & CNG,Manual,Manual & Automatic,7.0,7.0,Solid mileage of 22.6 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Larger dimensions require more practice to manoeuvre confidently in tight parking spaces.
Maruti,Ciaz,Sedan,9.9,13.02,11.46,1146000.0,20.71,20.71,20.71,1462.0,1462.0,1462.0,0.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 20.7 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Mid-range pricing of ₹11.46 lakh (avg) puts a feature-rich package within comfortable reach.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
Maruti,Fronx,SUV,7.51,13.36,10.435,1043500.0,20.01,28.51,24.26,998.0,1462.0,1230.0,4.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,"Solid mileage of 24.3 kmpl keeps your monthly fuel bill comfortably in check. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Mid-range pricing of ₹10.44 lakh (avg) puts a feature-rich package within comfortable reach.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Maruti,Invicto,MPV,25.87,29.83,27.85,2785000.0,20.9,23.24,22.07,1987.0,1987.0,1987.0,3.0,False,,Hybrid,Hybrid,Automatic,Automatic,7.0,8.0,Solid mileage of 22.1 kmpl keeps your monthly fuel bill comfortably in check. | Carries a 3-star safety rating with standard protective features for everyday driving. | Generous 8-seat layout makes it perfect for large families or group travel.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Hybrid battery pack adds to the vehicle weight and can be costly to replace outside warranty.
Maruti,Jimny 5-Door,SUV,12.74,16.05,14.395,1439500.0,16.39,16.94,16.665,1462.0,1462.0,1462.0,5.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 16.7 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Maruti,Super Carry,Pickup,5.14,6.39,5.765,576500.0,19.6,19.6,19.6,793.0,793.0,793.0,0.0,False,,Petrol,Petrol & CNG,Manual,Manual,2.0,2.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Compact 793 cc engine keeps the car light and nimble for urban use.,"NCAP crash-test data is unavailable; independently verify safety features before purchase. | CNG cylinder occupies a portion of boot space, reducing luggage capacity noticeably."
Maruti,eVX,SUV,17.79,19.79,18.79,1879000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Instant electric torque delivers smooth, silent acceleration from a complete standstill.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Hyundai,i20,Hatchback,7.03,11.59,9.31,931000.0,18.85,20.25,19.55,1197.0,1197.0,1197.0,3.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Carries a 3-star safety rating with standard protective features for everyday driving. | Compact footprint makes it effortless to navigate congested city lanes and find parking spots.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Compact cabin restricts legroom for tall rear passengers on extended journeys.
Hyundai,i20 N Line,Hatchback,10.16,12.36,11.26,1126000.0,18.5,20.2,19.35,998.0,998.0,998.0,3.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.4 kmpl balances performance with economy. | Carries a 3-star safety rating with standard protective features for everyday driving. | Lightweight hatchback body helps achieve lively performance even from a smaller engine.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Hyundai,Aura,Sedan,6.42,9.68,8.05,805000.0,19.7,25.4,22.55,1197.0,1197.0,1197.0,0.0,False,,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 22.6 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Mid-range pricing of ₹8.05 lakh (avg) puts a feature-rich package within comfortable reach.,"NCAP crash-test data is unavailable; independently verify safety features before purchase. | CNG cylinder occupies a portion of boot space, reducing luggage capacity noticeably."
Hyundai,Grand i10 Nios,Hatchback,6.13,9.44,7.785,778500.0,20.3,24.5,22.4,1197.0,1197.0,1197.0,0.0,False,,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 22.4 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Compact footprint makes it effortless to navigate congested city lanes and find parking spots.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Hyundai,Venue,SUV,7.94,13.3,10.62,1062000.0,17.52,20.87,19.195,998.0,1493.0,1245.5,3.0,True,Global NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.2 kmpl balances performance with economy. | Carries a 3-star safety rating with standard protective features for everyday driving. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Hyundai,Exter,SUV,6.13,10.24,8.185,818500.0,19.2,21.19,20.195,1197.0,1197.0,1197.0,5.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 20.2 kmpl keeps your monthly fuel bill comfortably in check. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | CNG fuel option cuts running cost by nearly 40–50 % compared to petrol at current prices.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Hyundai,Tucson,SUV,29.05,32.85,30.950000000000003,3095000.0,14.4,14.4,14.4,1995.0,1995.0,1995.0,5.0,True,Euro NCAP,Diesel,Petrol & Diesel,Automatic,Automatic,5.0,5.0,"Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.",Mileage of 14.4 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Hyundai,Creta N Line,SUV,16.82,20.37,18.595,1859500.0,18.4,20.2,19.3,1482.0,1482.0,1482.0,5.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.3 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Hyundai,Ioniq 5,SUV,46.05,46.05,46.05,4605000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Refined 1490 cc engine hits a sweet spot between everyday driveability and fuel economy.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
Hyundai,Kona Electric,SUV,23.84,23.84,23.84,2384000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹23.84 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Battery replacement after 8–10 years can be a significant unplanned expense.
Hyundai,Santro,Hatchback,5.03,7.42,6.225,622500.0,20.3,20.3,20.3,1086.0,1086.0,1086.0,0.0,False,,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 20.3 kmpl keeps your monthly fuel bill comfortably in check. | Packed with active safety tech making it a dependable choice for family use. | Compact footprint makes it effortless to navigate congested city lanes and find parking spots.,"NCAP crash-test data is unavailable; independently verify safety features before purchase. | CNG cylinder occupies a portion of boot space, reducing luggage capacity noticeably."
Tata,Tiago,Hatchback,5.65,8.8,7.225,722500.0,20.0,23.84,21.92,1199.0,1199.0,1199.0,4.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,"Solid mileage of 21.9 kmpl keeps your monthly fuel bill comfortably in check. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Lightweight hatchback body helps achieve lively performance even from a smaller engine.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Tata,Tiago EV,Hatchback,7.99,11.14,9.565,956500.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,4.0,True,Global NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.6 kmpl balances performance with economy. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Zero tailpipe emissions contribute to cleaner air and significantly lower running costs per km.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
Tata,Tigor,Sedan,6.55,9.43,7.99,799000.0,20.0,23.84,21.92,1199.0,1199.0,1199.0,4.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,"Solid mileage of 21.9 kmpl keeps your monthly fuel bill comfortably in check. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Factory-fitted CNG kit maintains full manufacturer warranty with no compromise on reliability.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Three-box sedan design limits boot access to smaller items if rear seat is occupied fully.
Tata,Altroz,Hatchback,6.65,10.65,8.65,865000.0,18.13,25.11,21.62,1199.0,1497.0,1348.0,5.0,True,Global NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 21.6 kmpl keeps your monthly fuel bill comfortably in check. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Tata,Punch,SUV,6.13,10.24,8.185,818500.0,18.97,20.09,19.53,1199.0,1199.0,1199.0,5.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.5 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Refined 1199 cc engine hits a sweet spot between everyday driveability and fuel economy.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG filling stations are sparse outside major cities — plan trips in smaller towns carefully.
Tata,Curvv,SUV,9.99,16.19,13.09,1309000.0,15.6,15.6,15.6,1199.0,1497.0,1348.0,5.0,True,Global NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 15.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Mid-range pricing of ₹13.09 lakh (avg) puts a feature-rich package within comfortable reach.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Tata,Curvv EV,SUV,16.49,21.99,19.24,1924000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Global NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Public EV charging infrastructure is still expanding — plan your route around charging stops on long trips.
Tata,Nexon EV Max,SUV,16.9,19.54,18.22,1822000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,False,,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Battery replacement after 8–10 years can be a significant unplanned expense.
Tata,Winger,Van,17.55,25.35,21.450000000000003,2145000.0,12.9,12.9,12.9,2179.0,2179.0,2179.0,0.0,False,,Diesel,Diesel,Manual,Manual,13.0,26.0,"Focused on performance with an engine tuned for power rather than peak economy. | Packed with active safety tech making it a dependable choice for family use. | Ideal for businesses needing reliable, high-capacity transportation.",NCAP crash-test data is unavailable; independently verify safety features before purchase. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Tata,Ace,Pickup,5.85,7.6,6.725,672500.0,19.6,19.6,19.6,798.0,798.0,798.0,0.0,False,,Diesel,Diesel & CNG,Manual,Manual,2.0,2.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Rugged chassis handles heavy payloads and off-road terrain with confidence.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Open cargo bed offers no weather or theft protection for goods unless covered separately.
Tata,Sierra,SUV,14.99,22.99,18.99,1899000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,False,,Petrol,Petrol & Electric,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Tata,Altroz Racer,Hatchback,9.49,11.29,10.39,1039000.0,20.66,20.66,20.66,1199.0,1199.0,1199.0,5.0,True,Global NCAP,Petrol,Petrol,Manual,Manual,5.0,5.0,Solid mileage of 20.7 kmpl keeps your monthly fuel bill comfortably in check. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Refined 1199 cc engine hits a sweet spot between everyday driveability and fuel economy.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Tata,Harrier EV,SUV,21.49,27.49,24.49,2449000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Bharat NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹24.49 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Premium price point means higher insurance premiums and potentially costlier spare parts.
Mahindra,Bolero,SUV,9.85,12.1,10.975,1097500.0,15.96,15.96,15.96,1493.0,1493.0,1493.0,4.0,True,Global NCAP,Diesel,Diesel,Manual,Manual,7.0,7.0,"Decent real-world mileage of 16.0 kmpl balances performance with economy. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Manual-only transmission can cause clutch fatigue during prolonged stop-start city driving.
Mahindra,Bolero Neo,SUV,9.65,12.6,11.125,1112500.0,17.28,17.28,17.28,1497.0,1497.0,1497.0,4.0,True,Global NCAP,Diesel,Diesel,Manual,Manual,7.0,7.0,"Decent real-world mileage of 17.3 kmpl balances performance with economy. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Higher ground clearance handles rough roads and speed breakers with ease.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mahindra,XUV300,SUV,8.6,14.55,11.575,1157500.0,17.0,20.0,18.5,1197.0,1497.0,1347.0,5.0,True,Global NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 18.5 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Mahindra,KUV100,Hatchback,6.45,9.1,7.775,777500.0,16.42,18.15,17.285,1198.0,1198.0,1198.0,0.0,False,,Petrol,Petrol & Diesel,Manual,Manual,5.0,6.0,"Decent real-world mileage of 17.3 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.",NCAP crash-test data is unavailable; independently verify safety features before purchase. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Mahindra,Thar Roxx,SUV,12.99,22.49,17.74,1774000.0,15.1,16.7,15.9,1997.0,2184.0,2090.5,5.0,True,Global NCAP,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 15.9 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,"Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
Mahindra,Scorpio Classic,SUV,13.0,16.5,14.75,1475000.0,15.4,15.4,15.4,2184.0,2184.0,2184.0,4.0,False,,Diesel,Diesel,Manual,Manual,7.0,9.0,"Decent real-world mileage of 15.4 kmpl balances performance with economy. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Mid-range pricing of ₹14.75 lakh (avg) puts a feature-rich package within comfortable reach.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Large displacement engine results in a heavier road tax and insurance premium in some states.
Mahindra,XEV 9e,SUV,21.9,30.5,26.2,2620000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Bharat NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Premium positioning at ₹26.20 lakh (avg) reflects its class-leading features and build quality.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Mahindra,BE 6,SUV,18.9,26.9,22.9,2290000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Bharat NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Kia,Sonet,SUV,7.99,14.0,10.995,1099500.0,18.4,24.1,21.25,998.0,1493.0,1245.5,5.0,False,,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 21.2 kmpl keeps your monthly fuel bill comfortably in check. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Kia,EV6,SUV,60.95,65.95,63.45,6345000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,5.0,5.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Zero tailpipe emissions contribute to cleaner air and significantly lower running costs per km.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Battery replacement after 8–10 years can be a significant unplanned expense.
Kia,Syros,SUV,8.99,17.0,12.995,1299500.0,19.5,19.5,19.5,1197.0,1497.0,1347.0,5.0,False,,Petrol,Petrol & Diesel,Manual,Manual & Automatic,5.0,5.0,"Decent real-world mileage of 19.5 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Diesel powertrain excels on long highway journeys, keeping per-km fuel cost low.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Diesel engine servicing intervals and repair costs tend to run higher than equivalent petrol variants.
Kia,Carnival,MPV,26.9,35.9,31.4,3140000.0,12.7,12.7,12.7,2199.0,2199.0,2199.0,0.0,False,,Diesel,Diesel,Automatic,Automatic,7.0,9.0,Focused on performance with an engine tuned for power rather than peak economy. | Packed with active safety tech making it a dependable choice for family use. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Kia,EV9,SUV,130.0,130.0,130.0,13000000.0,19.6,19.6,19.6,1489.5,1489.5,1489.5,5.0,True,Euro NCAP,Electric,Electric,Automatic,Automatic,6.0,7.0,Decent real-world mileage of 19.6 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Refined 1490 cc engine hits a sweet spot between everyday driveability and fuel economy.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Larger SUV dimensions can make urban parking and narrow lane navigation more challenging.
Toyota,Glanza,Hatchback,6.68,9.94,8.309999999999999,831000.0,22.35,22.94,22.645000000000003,1197.0,1197.0,1197.0,3.0,True,Global NCAP,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Solid mileage of 22.6 kmpl keeps your monthly fuel bill comfortably in check. | Carries a 3-star safety rating with standard protective features for everyday driving. | Choice of manual and automatic gearbox lets buyers pick the driving experience they prefer.,Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Smaller boot space compared to sedans and SUVs may be limiting for heavy packers.
Toyota,Taisor,SUV,7.66,13.32,10.49,1049000.0,20.01,28.51,24.26,998.0,1462.0,1230.0,4.0,True,Global NCAP,Petrol,Petrol & CNG,Manual,Manual & Automatic,5.0,5.0,"Solid mileage of 24.3 kmpl keeps your monthly fuel bill comfortably in check. | Secured a strong 4-star NCAP safety rating, giving you reliable crash protection. | Tall SUV stance gives excellent visibility and confident road presence in urban and highway conditions.","Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | CNG cylinder occupies a portion of boot space, reducing luggage capacity noticeably."
Toyota,Fortuner,SUV,34.2,52.29,43.245000000000005,4324500.0,10.24,14.09,12.165,2694.0,2755.0,2724.5,5.0,True,ASEAN NCAP,Diesel,Petrol & Diesel,Manual,Manual & Automatic,7.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Higher ground clearance handles rough roads and speed breakers with ease.,"Mileage of 12.2 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Diesel engines can feel noisy and vibration-prone at idle, especially in older or base variants."
Toyota,Hilux,Pickup,30.4,38.3,34.349999999999994,3435000.0,12.35,12.35,12.35,2755.0,2755.0,2755.0,5.0,True,ASEAN NCAP,Diesel,Diesel,Manual,Manual & Automatic,5.0,5.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | High-torque diesel engine pulls confidently even when fully loaded or climbing inclines.,Mileage of 12.3 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Large displacement engine results in a heavier road tax and insurance premium in some states.
Toyota,Camry,Sedan,48.5,48.5,48.5,4850000.0,19.2,19.2,19.2,2487.0,2487.0,2487.0,5.0,False,,Hybrid,Hybrid,Automatic,Automatic,5.0,5.0,"Decent real-world mileage of 19.2 kmpl balances performance with economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Regenerative braking recovers energy during deceleration, topping up the battery automatically.",Fuel costs may rise noticeably if used primarily for long highway trips at high speeds. | Full efficiency gains of the hybrid system are only realised in mixed city-highway driving cycles.
Toyota,Vellfire,MPV,121.5,132.0,126.75,12675000.0,16.35,16.35,16.35,2487.0,2487.0,2487.0,0.0,False,,Hybrid,Hybrid,Automatic,Automatic,7.0,7.0,Decent real-world mileage of 16.4 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Smooth automatic transmission removes clutch fatigue entirely in stop-go city traffic.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Automatic gearbox adds to purchase price and can increase long-term maintenance costs.
Toyota,Fortuner Legender,SUV,41.29,52.29,46.79,4679000.0,10.24,14.09,12.165,2694.0,2755.0,2724.5,5.0,True,ASEAN NCAP,Diesel,Petrol & Diesel,Manual,Manual & Automatic,7.0,7.0,Focused on performance with an engine tuned for power rather than peak economy. | Achieved a perfect 5-star NCAP safety rating — one of the safest cars in its segment. | Powerful 2724 cc engine delivers strong mid-range pull for confident overtaking.,Mileage of 12.2 kmpl is below average — factor in higher monthly fuel expenses for daily use. | Higher kerb weight of the SUV body slightly reduces acceleration response compared to hatchbacks.
Honda,Amaze,Sedan,7.2,10.63,8.915000000000001,891500.0,18.6,19.46,19.03,1199.0,1199.0,1199.0,0.0,False,,Petrol,Petrol,Manual,Manual & Automatic,5.0,5.0,Decent real-world mileage of 19.0 kmpl balances performance with economy. | Packed with active safety tech making it a dependable choice for family use. | Mid-range pricing of ₹8.92 lakh (avg) puts a feature-rich package within comfortable reach.,NCAP crash-test data is unavailable; independently verify safety features before purchase. | Lower ground clearance of the sedan body may scrape on severe potholes or steep ramps.
